ShipmentID,SupplierID,ProductID,WarehouseID,OrderDate,ExpectedDate,ActualDeliveryDate,OrderQty,ReceivedQty,DefectQty,UnitCost,TotalCost,OrderPriority,ShippingMode
SHP003787,SUP001,PRD013,WH02,2024-12-02,2024-12-20,2024-12-21,864,854,10,29.15,25185.6,Low,Sea
SHP003788,SUP013,PRD006,WH01,2025-07-28,2025-08-14,2025-08-18,897,886,14,50.21,45038.37,Low,Road
SHP003789,SUP006,PRD009,WH03,2025-07-14,2025-07-19,2025-07-18,879,868,0,52.13,45822.27,Medium,Sea
SHP003790,SUP013,PRD022,WH06,2024-03-16,2024-04-05,2024-04-06,957,953,28,102.74,98322.18,Medium,Road
SHP003791,SUP018,PRD009,WH04,2024-06-23,2024-07-06,2024-07-04,847,847,21,61.46,52056.62,Medium,Road
SHP003792,SUP003,PRD003,WH05,2024-04-18,2024-04-28,2024-04-27,697,691,15,133.1,92770.7,Low,Sea
SHP003793,SUP001,PRD021,WH04,2024-07-01,2024-07-10,2024-07-10,749,746,0,64.15,48048.35,Medium,Rail
SHP003794,SUP015,PRD015,WH05,2024-07-10,2024-07-26,2024-08-01,898,892,33,53.91,48411.18,Medium,Rail
SHP003795,SUP013,PRD011,WH03,2024-03-05,2024-03-11,2024-03-12,839,829,33,76.0,63764.0,Low,Rail
SHP003796,SUP005,PRD015,WH06,2025-04-18,2025-05-06,2025-05-10,513,506,2,37.83,19406.79,Low,Road
SHP003797,SUP013,PRD024,WH01,2024-04-09,2024-04-21,2024-04-24,681,672,20,25.77,17549.37,Medium,Road
SHP003798,SUP005,PRD024,WH06,2025-06-27,2025-07-10,2025-07-13,70,70,0,69.84,4888.8,High,Air
SHP003799,SUP019,PRD010,WH04,2024-05-07,2024-05-17,2024-05-20,577,570,27,37.61,21700.97,Low,Road
SHP003800,SUP018,PRD017,WH02,2025-03-27,2025-04-15,2025-04-19,315,315,10,137.92,43444.8,Medium,Sea
SHP003801,SUP010,PRD016,WH04,2025-01-03,2025-01-22,2025-01-26,745,740,7,105.43,78545.35,Medium,Road
SHP003802,SUP008,PRD014,WH06,2024-02-12,2024-02-24,2024-02-25,365,365,10,27.86,10168.9,Medium,Rail
SHP003803,SUP015,PRD017,WH04,2025-02-22,2025-02-27,2025-02-26,211,210,7,143.5,30278.5,Low,Road
SHP003804,SUP020,PRD019,WH06,2025-05-02,2025-05-11,2025-05-11,916,907,23,68.42,62672.72,Medium,Sea
SHP003805,SUP004,PRD018,WH06,2024-03-18,2024-03-29,2024-03-27,391,390,3,122.24,47795.84,High,Road
SHP003806,SUP002,PRD003,WH04,2024-09-26,2024-10-16,2024-10-18,305,304,7,14.15,4315.75,Medium,Road
SHP003807,SUP006,PRD010,WH03,2025-11-04,2025-11-13,2025-11-14,162,160,0,117.3,19002.6,High,Rail
SHP003808,SUP003,PRD023,WH01,2025-12-01,2025-12-05,2025-12-05,814,808,0,104.71,85233.94,Medium,Road
SHP003809,SUP007,PRD019,WH06,2024-11-10,2024-11-19,2024-11-21,507,501,0,21.05,10672.35,Low,Road
SHP003810,SUP010,PRD013,WH05,2024-06-16,2024-06-29,2024-07-02,491,486,0,7.89,3873.99,Medium,Road
SHP003811,SUP006,PRD001,WH02,2024-12-04,2024-12-24,2024-12-25,96,96,0,99.78,9578.88,Medium,Road
SHP003812,SUP016,PRD019,WH06,2024-07-11,2024-07-25,2024-07-25,928,928,21,60.69,56320.32,Medium,Sea
SHP003813,SUP002,PRD007,WH01,2025-03-28,2025-04-02,2025-04-01,118,118,3,110.93,13089.74,Low,Rail
SHP003814,SUP017,PRD002,WH04,2024-10-09,2024-10-29,2024-10-31,502,494,16,132.55,66540.1,Medium,Road
SHP003815,SUP013,PRD015,WH04,2024-12-01,2024-12-16,2024-12-22,259,258,11,84.51,21888.09,Medium,Rail
SHP003816,SUP001,PRD011,WH02,2025-01-24,2025-02-03,2025-02-07,540,537,0,88.79,47946.6,High,Road
SHP003817,SUP006,PRD014,WH01,2025-06-08,2025-06-24,2025-06-25,552,545,13,128.18,70755.36,Medium,Road
SHP003818,SUP005,PRD011,WH04,2024-08-27,2024-08-31,2024-09-04,259,255,0,95.47,24726.73,Medium,Road
SHP003819,SUP013,PRD022,WH04,2025-04-27,2025-05-03,2025-05-08,254,250,8,17.17,4361.18,Low,Rail
SHP003820,SUP018,PRD016,WH06,2025-10-20,2025-10-23,2025-10-25,533,525,13,143.06,76250.98,Medium,Sea
SHP003821,SUP012,PRD010,WH04,2025-08-14,2025-08-24,2025-08-29,840,830,25,7.03,5905.2,Medium,Road
SHP003822,SUP007,PRD011,WH05,2025-07-08,2025-07-24,2025-07-30,225,223,1,64.28,14463.0,Low,Road
SHP003823,SUP015,PRD007,WH01,2025-04-02,2025-04-06,2025-04-08,937,934,45,28.98,27154.26,Medium,Road
SHP003824,SUP003,PRD002,WH06,2024-03-29,2024-04-07,2024-04-07,566,560,9,74.55,42195.3,High,Rail
SHP003825,SUP016,PRD022,WH05,2025-10-21,2025-11-04,2025-11-04,872,865,30,18.56,16184.32,Low,Road
SHP003826,SUP001,PRD007,WH04,2024-04-04,2024-04-14,2024-04-15,188,188,3,114.06,21443.28,High,Road
SHP003827,SUP016,PRD007,WH05,2025-03-27,2025-04-12,2025-04-17,630,627,9,24.79,15617.7,Low,Road
SHP003828,SUP012,PRD004,WH04,2025-03-03,2025-03-09,2025-03-07,877,864,26,35.68,31291.36,Medium,Road
SHP003829,SUP019,PRD023,WH04,2024-05-30,2024-06-13,2024-06-16,863,849,32,95.0,81985.0,Low,Sea
SHP003830,SUP008,PRD023,WH04,2025-05-28,2025-06-04,2025-06-05,47,47,0,88.45,4157.15,Medium,Road
SHP003831,SUP012,PRD016,WH01,2025-01-10,2025-01-14,2025-01-17,876,875,33,33.22,29100.72,Medium,Road
SHP003832,SUP015,PRD017,WH04,2024-01-22,2024-02-06,2024-02-07,684,672,31,18.39,12578.76,High,Road
SHP003833,SUP002,PRD014,WH03,2024-11-08,2024-11-20,2024-11-24,776,773,0,111.53,86547.28,High,Road
SHP003834,SUP017,PRD010,WH03,2025-06-02,2025-06-19,2025-06-21,522,513,6,65.38,34128.36,Low,Sea
SHP003835,SUP007,PRD005,WH03,2024-07-24,2024-08-07,2024-08-09,669,660,19,11.39,7619.91,High,Rail
SHP003836,SUP013,PRD011,WH04,2025-01-09,2025-01-12,2025-01-14,912,911,5,39.17,35723.04,Medium,Sea
SHP003837,SUP001,PRD015,WH06,2025-03-26,2025-04-08,2025-04-07,106,106,0,51.31,5438.86,Medium,Rail
SHP003838,SUP006,PRD025,WH03,2025-09-17,2025-09-29,2025-09-29,126,125,1,17.94,2260.44,Medium,Rail
SHP003839,SUP013,PRD003,WH05,2025-08-17,2025-08-31,2025-08-31,540,536,20,12.42,6706.8,Low,Road
SHP003840,SUP011,PRD001,WH01,2024-06-27,2024-07-10,2024-07-11,94,94,1,35.56,3342.64,Medium,Sea
SHP003841,SUP010,PRD022,WH06,2024-07-28,2024-08-14,2024-08-14,223,221,0,53.27,11879.21,Low,Rail
SHP003842,SUP016,PRD017,WH02,2025-05-14,2025-05-21,2025-05-21,986,979,28,57.72,56911.92,Low,Road
SHP003843,SUP020,PRD006,WH02,2025-04-08,2025-04-15,2025-04-18,868,859,17,113.65,98648.2,High,Sea
SHP003844,SUP017,PRD016,WH01,2024-05-03,2024-05-23,2024-05-24,741,728,23,144.49,107067.09,Low,Sea
SHP003845,SUP017,PRD006,WH06,2024-04-22,2024-04-29,2024-04-29,299,296,7,78.77,23552.23,High,Road
SHP003846,SUP004,PRD011,WH05,2024-01-12,2024-01-29,2024-02-01,353,349,7,77.71,27431.63,Medium,Road
SHP003847,SUP005,PRD008,WH02,2024-05-05,2024-05-20,2024-05-19,955,950,0,76.14,72713.7,Low,Road
SHP003848,SUP014,PRD001,WH03,2025-07-18,2025-08-05,2025-08-07,200,200,5,18.54,3708.0,High,Road
SHP003849,SUP020,PRD021,WH02,2024-11-26,2024-11-30,2024-12-04,668,664,16,115.67,77267.56,Medium,Road
SHP003850,SUP010,PRD009,WH04,2024-10-09,2024-10-25,2024-10-25,890,883,3,80.2,71378.0,Medium,Road
SHP003851,SUP014,PRD023,WH03,2024-05-19,2024-06-05,2024-06-06,914,903,30,7.63,6973.82,High,Road
SHP003852,SUP001,PRD014,WH03,2025-02-04,2025-02-24,2025-02-24,748,739,1,80.86,60483.28,Medium,Air
SHP003853,SUP011,PRD021,WH02,2024-04-06,2024-04-12,2024-04-17,164,164,2,92.59,15184.76,Medium,Sea
SHP003854,SUP018,PRD015,WH05,2025-05-31,2025-06-04,2025-06-04,262,259,3,125.81,32962.22,High,Rail
SHP003855,SUP016,PRD008,WH05,2025-07-22,2025-07-31,2025-08-02,531,526,12,116.52,61872.12,Low,Sea
SHP003856,SUP018,PRD017,WH01,2024-03-09,2024-03-15,2024-03-16,399,394,12,92.69,36983.31,High,Rail
SHP003857,SUP008,PRD014,WH06,2024-04-27,2024-05-04,2024-05-04,50,50,2,28.84,1442.0,High,Rail
SHP003858,SUP010,PRD015,WH04,2024-02-28,2024-03-18,2024-03-16,94,94,0,78.52,7380.88,Low,Road
SHP003859,SUP010,PRD017,WH03,2024-02-02,2024-02-13,2024-02-13,154,154,0,15.45,2379.3,Low,Road
SHP003860,SUP005,PRD004,WH01,2024-11-13,2024-12-01,2024-12-03,505,498,4,90.09,45495.45,Medium,Road
SHP003861,SUP010,PRD022,WH03,2024-02-19,2024-03-10,2024-03-10,851,848,0,133.14,113302.14,Low,Road
SHP003862,SUP018,PRD007,WH01,2025-05-03,2025-05-12,2025-05-15,184,182,3,96.49,17754.16,Medium,Road
SHP003863,SUP006,PRD007,WH01,2024-01-19,2024-02-05,2024-02-10,963,949,11,86.6,83395.8,Medium,Road
SHP003864,SUP003,PRD006,WH01,2024-07-15,2024-07-27,2024-07-25,838,832,11,26.71,22382.98,High,Road
SHP003865,SUP008,PRD010,WH02,2025-03-25,2025-04-12,2025-04-14,786,775,13,72.57,57040.02,High,Road
SHP003866,SUP009,PRD015,WH04,2025-07-12,2025-07-29,2025-07-31,948,931,1,39.99,37910.52,Medium,Road
SHP003867,SUP005,PRD019,WH03,2025-11-09,2025-11-27,2025-11-30,734,731,0,89.69,65832.46,Low,Road
SHP003868,SUP002,PRD017,WH05,2025-03-27,2025-04-16,2025-04-20,774,766,2,65.15,50426.1,Medium,Rail
SHP003869,SUP002,PRD016,WH01,2024-10-15,2024-10-19,2024-10-19,237,235,3,69.28,16419.36,Low,Road
SHP003870,SUP007,PRD014,WH06,2024-05-20,2024-06-03,2024-06-04,694,682,4,92.35,64090.9,Medium,Road
SHP003871,SUP017,PRD016,WH05,2024-03-24,2024-03-27,2024-03-30,157,157,4,127.67,20044.19,Low,Sea
SHP003872,SUP010,PRD011,WH04,2025-11-24,2025-12-11,2025-12-12,162,160,1,2.35,380.7,Low,Rail
SHP003873,SUP012,PRD004,WH06,2025-01-25,2025-02-07,2025-02-05,708,696,12,6.76,4786.08,High,Rail
SHP003874,SUP002,PRD016,WH03,2025-08-13,2025-08-27,2025-09-02,609,605,14,80.41,48969.69,High,Rail
SHP003875,SUP010,PRD025,WH03,2024-08-02,2024-08-15,2024-08-16,873,873,0,109.39,95497.47,Medium,Road
SHP003876,SUP020,PRD007,WH03,2025-06-09,2025-06-26,2025-06-25,841,836,24,58.5,49198.5,Medium,Rail
SHP003877,SUP001,PRD011,WH03,2024-08-02,2024-08-09,2024-08-08,222,221,4,115.88,25725.36,Medium,Rail
SHP003878,SUP004,PRD017,WH06,2025-02-06,2025-02-18,2025-02-22,607,607,14,9.98,6057.86,Medium,Road
SHP003879,SUP013,PRD017,WH03,2024-05-07,2024-05-17,2024-05-19,408,401,8,11.59,4728.72,Low,Rail
SHP003880,SUP012,PRD009,WH06,2025-04-21,2025-05-03,2025-05-04,462,454,16,146.52,67692.24,High,Sea
SHP003881,SUP011,PRD011,WH01,2025-02-07,2025-02-24,2025-02-26,80,80,1,28.57,2285.6,Medium,Road
SHP003882,SUP010,PRD023,WH05,2024-01-29,2024-02-04,2024-02-06,711,698,0,80.94,57548.34,Medium,Rail
SHP003883,SUP015,PRD019,WH04,2024-12-03,2024-12-21,2024-12-25,396,396,9,57.47,22758.12,Low,Road
SHP003884,SUP005,PRD019,WH02,2024-12-26,2025-01-09,2025-01-09,180,180,1,128.89,23200.2,High,Road
SHP003885,SUP017,PRD025,WH05,2025-07-22,2025-08-07,2025-08-12,66,66,1,58.86,3884.76,Low,Rail
SHP003886,SUP005,PRD025,WH04,2025-01-26,2025-02-08,2025-02-09,808,795,5,113.54,91740.32,High,Road
SHP003887,SUP002,PRD008,WH03,2024-08-05,2024-08-25,2024-08-26,510,503,10,130.24,66422.4,Low,Road
SHP003888,SUP009,PRD021,WH02,2025-07-27,2025-08-02,2025-08-01,431,431,8,145.04,62512.24,Low,Rail
SHP003889,SUP006,PRD011,WH04,2025-10-30,2025-11-19,2025-11-20,550,548,3,64.21,35315.5,Low,Rail
SHP003890,SUP018,PRD015,WH01,2024-07-20,2024-07-28,2024-08-03,574,566,14,135.29,77656.46,Low,Sea
SHP003891,SUP014,PRD008,WH05,2024-01-17,2024-01-26,2024-02-02,700,698,18,140.5,98350.0,Medium,Air
SHP003892,SUP019,PRD005,WH05,2024-11-17,2024-11-23,2024-11-28,233,231,4,40.46,9427.18,Low,Road
SHP003893,SUP014,PRD022,WH02,2025-06-01,2025-06-04,2025-06-05,922,911,41,88.14,81265.08,High,Road
SHP003894,SUP008,PRD020,WH05,2025-07-23,2025-08-02,2025-08-04,730,725,2,84.73,61852.9,Medium,Road
SHP003895,SUP017,PRD001,WH01,2024-11-20,2024-12-04,2024-12-08,254,251,8,42.66,10835.64,Low,Road
SHP003896,SUP003,PRD004,WH04,2025-02-15,2025-03-07,2025-03-05,251,251,0,115.39,28962.89,Medium,Sea
SHP003897,SUP010,PRD005,WH03,2024-11-13,2024-11-21,2024-11-20,265,262,0,88.58,23473.7,Low,Road
SHP003898,SUP017,PRD017,WH04,2025-11-11,2025-12-01,2025-11-29,592,588,16,71.29,42203.68,Low,Rail
SHP003899,SUP011,PRD007,WH01,2024-03-22,2024-04-07,2024-04-08,168,166,2,34.45,5787.6,Low,Air
SHP003900,SUP008,PRD001,WH05,2025-04-18,2025-05-08,2025-05-09,378,376,3,46.95,17747.1,High,Road
SHP003901,SUP001,PRD022,WH01,2025-04-12,2025-04-21,2025-04-22,558,556,0,5.56,3102.48,Medium,Sea
SHP003902,SUP013,PRD013,WH05,2025-02-28,2025-03-19,2025-03-22,375,375,9,85.77,32163.75,Medium,Road
SHP003903,SUP004,PRD011,WH02,2025-11-19,2025-11-22,2025-11-21,45,45,0,136.75,6153.75,Medium,Sea
SHP003904,SUP007,PRD017,WH06,2024-07-22,2024-08-09,2024-08-09,368,362,3,140.79,51810.72,High,Rail
SHP003905,SUP014,PRD024,WH01,2025-08-05,2025-08-09,2025-08-14,284,283,12,149.0,42316.0,Low,Road
SHP003906,SUP005,PRD005,WH02,2025-01-21,2025-01-24,2025-01-24,802,790,4,39.52,31695.04,Medium,Rail
SHP003907,SUP011,PRD009,WH06,2024-04-07,2024-04-15,2024-04-15,79,79,1,140.72,11116.88,Medium,Sea
SHP003908,SUP017,PRD009,WH04,2024-12-10,2024-12-14,2024-12-13,64,64,1,34.98,2238.72,Medium,Road
SHP003909,SUP005,PRD018,WH04,2024-07-26,2024-08-15,2024-08-15,459,456,0,45.99,21109.41,Low,Rail
SHP003910,SUP020,PRD010,WH04,2025-05-28,2025-06-14,2025-06-17,480,474,24,15.58,7478.4,Low,Rail
SHP003911,SUP003,PRD022,WH04,2025-09-27,2025-10-04,2025-10-08,233,233,3,146.78,34199.74,Medium,Road
SHP003912,SUP005,PRD009,WH02,2025-08-08,2025-08-13,2025-08-14,166,165,0,4.15,688.9,Low,Road
SHP003913,SUP015,PRD007,WH05,2024-06-14,2024-07-03,2024-07-09,325,325,12,45.64,14833.0,Medium,Road
SHP003914,SUP019,PRD004,WH02,2024-01-22,2024-02-04,2024-02-06,353,348,16,102.63,36228.39,Medium,Road
SHP003915,SUP016,PRD010,WH05,2024-06-02,2024-06-05,2024-06-06,15,15,0,39.86,597.9,Low,Rail
SHP003916,SUP008,PRD013,WH05,2025-03-14,2025-03-28,2025-03-28,614,606,7,84.09,51631.26,Low,Road
SHP003917,SUP013,PRD004,WH03,2024-10-21,2024-10-27,2024-10-28,463,461,15,11.45,5301.35,Low,Road
SHP003918,SUP016,PRD021,WH03,2024-08-06,2024-08-13,2024-08-12,846,842,17,100.15,84726.9,Low,Road
SHP003919,SUP003,PRD002,WH01,2025-10-30,2025-11-15,2025-11-16,474,472,8,26.36,12494.64,Medium,Air
SHP003920,SUP001,PRD007,WH01,2025-05-09,2025-05-26,2025-05-25,217,216,0,38.16,8280.72,Medium,Rail
SHP003921,SUP009,PRD014,WH01,2024-08-17,2024-09-06,2024-09-04,136,136,2,107.56,14628.16,Medium,Road
SHP003922,SUP009,PRD019,WH06,2024-01-20,2024-02-06,2024-02-08,149,148,1,80.46,11988.54,Medium,Road
SHP003923,SUP017,PRD004,WH05,2025-07-06,2025-07-20,2025-07-20,305,303,5,11.03,3364.15,Medium,Road
SHP003924,SUP002,PRD004,WH05,2024-05-27,2024-06-13,2024-06-15,469,464,13,68.25,32009.25,High,Road
SHP003925,SUP009,PRD004,WH01,2024-04-17,2024-05-02,2024-05-03,57,57,0,144.72,8249.04,Medium,Rail
SHP003926,SUP019,PRD001,WH03,2025-02-06,2025-02-25,2025-02-27,135,134,6,82.77,11173.95,Low,Sea
SHP003927,SUP013,PRD003,WH02,2025-08-18,2025-08-25,2025-08-24,105,105,2,147.78,15516.9,High,Sea
SHP003928,SUP005,PRD014,WH06,2025-04-27,2025-05-15,2025-05-20,236,236,0,99.0,23364.0,Low,Road
SHP003929,SUP009,PRD014,WH06,2025-01-01,2025-01-09,2025-01-12,495,493,11,138.05,68334.75,Medium,Air
SHP003930,SUP013,PRD011,WH01,2025-02-17,2025-03-04,2025-03-10,371,371,2,81.58,30266.18,High,Sea
SHP003931,SUP001,PRD007,WH06,2024-11-04,2024-11-09,2024-11-09,636,636,0,142.24,90464.64,High,Road
SHP003932,SUP015,PRD006,WH01,2024-05-13,2024-05-21,2024-05-30,156,155,6,131.84,20567.04,Low,Road
SHP003933,SUP004,PRD020,WH03,2024-10-09,2024-10-24,2024-10-23,471,470,0,67.16,31632.36,Low,Road
SHP003934,SUP004,PRD004,WH04,2024-03-13,2024-03-18,2024-03-19,846,833,3,44.33,37503.18,High,Sea
SHP003935,SUP020,PRD007,WH01,2025-04-25,2025-05-12,2025-05-16,583,582,27,137.67,80261.61,High,Rail
SHP003936,SUP010,PRD019,WH04,2024-12-17,2024-12-29,2024-12-29,507,502,0,49.74,25218.18,Medium,Rail
SHP003937,SUP006,PRD004,WH05,2025-07-13,2025-07-28,2025-07-26,22,22,0,28.83,634.26,High,Road
SHP003938,SUP012,PRD019,WH04,2024-11-21,2024-12-04,2024-12-08,702,698,22,34.03,23889.06,Low,Road
SHP003939,SUP020,PRD021,WH06,2025-03-18,2025-04-03,2025-04-04,939,932,29,51.58,48433.62,High,Rail
SHP003940,SUP016,PRD002,WH01,2024-04-09,2024-04-28,2024-04-27,872,859,12,71.32,62191.04,Low,Road
SHP003941,SUP003,PRD010,WH06,2024-02-28,2024-03-15,2024-03-17,946,939,7,81.59,77184.14,Medium,Road
SHP003942,SUP014,PRD016,WH03,2025-05-22,2025-06-02,2025-06-08,353,348,11,38.64,13639.92,Low,Road
SHP003943,SUP001,PRD021,WH02,2024-09-14,2024-09-21,2024-09-21,952,941,0,106.29,101188.08,Low,Sea
SHP003944,SUP010,PRD018,WH03,2025-02-16,2025-02-22,2025-02-27,715,709,0,34.02,24324.3,Low,Road
SHP003945,SUP015,PRD001,WH02,2025-03-27,2025-03-30,2025-04-01,54,54,1,107.6,5810.4,Medium,Road
SHP003946,SUP007,PRD017,WH04,2024-03-05,2024-03-10,2024-03-12,759,751,14,13.56,10292.04,Medium,Road
SHP003947,SUP004,PRD014,WH03,2025-08-17,2025-08-31,2025-09-01,364,362,9,77.97,28381.08,Medium,Rail
SHP003948,SUP014,PRD007,WH01,2024-06-02,2024-06-21,2024-06-24,475,475,16,130.2,61845.0,Medium,Road
SHP003949,SUP016,PRD001,WH03,2024-09-22,2024-10-05,2024-10-03,513,511,16,60.38,30974.94,High,Road
SHP003950,SUP014,PRD005,WH02,2024-03-19,2024-04-06,2024-04-10,765,758,28,112.41,85993.65,Medium,Road
SHP003951,SUP003,PRD022,WH05,2024-11-10,2024-11-23,2024-11-22,798,790,13,65.53,52292.94,High,Road
SHP003952,SUP017,PRD002,WH02,2025-10-23,2025-11-06,2025-11-08,32,32,1,100.72,3223.04,Medium,Rail
SHP003953,SUP014,PRD015,WH04,2025-07-13,2025-07-25,2025-07-24,708,706,28,78.98,55917.84,Low,Road
SHP003954,SUP018,PRD012,WH04,2024-09-04,2024-09-08,2024-09-08,940,924,47,50.36,47338.4,Low,Rail
SHP003955,SUP003,PRD011,WH05,2025-09-01,2025-09-20,2025-09-20,258,254,0,100.8,26006.4,Medium,Rail
SHP003956,SUP019,PRD003,WH05,2025-02-17,2025-03-04,2025-03-14,216,215,4,118.19,25529.04,Low,Rail
SHP003957,SUP003,PRD004,WH06,2024-01-25,2024-02-08,2024-02-09,98,98,2,17.59,1723.82,Low,Road
SHP003958,SUP012,PRD020,WH02,2024-10-10,2024-10-21,2024-10-24,944,927,20,94.21,88934.24,Low,Road
SHP003959,SUP005,PRD020,WH04,2025-03-24,2025-03-29,2025-03-31,979,964,0,58.01,56791.79,Medium,Sea
SHP003960,SUP010,PRD015,WH06,2024-10-27,2024-11-08,2024-11-06,668,660,3,54.24,36232.32,Medium,Sea
SHP003961,SUP009,PRD004,WH03,2024-03-08,2024-03-22,2024-03-21,116,116,0,106.81,12389.96,Medium,Rail
SHP003962,SUP001,PRD012,WH04,2024-01-07,2024-01-20,2024-01-18,450,448,9,20.67,9301.5,Medium,Rail
SHP003963,SUP013,PRD020,WH06,2024-05-16,2024-05-29,2024-06-01,779,774,9,145.32,113204.28,Medium,Rail
SHP003964,SUP003,PRD022,WH05,2024-06-12,2024-06-27,2024-06-27,296,296,2,142.4,42150.4,Medium,Sea
SHP003965,SUP019,PRD018,WH02,2024-03-23,2024-03-28,2024-04-02,175,175,7,74.12,12971.0,Medium,Sea
SHP003966,SUP011,PRD011,WH05,2025-10-11,2025-10-28,2025-10-29,962,956,17,18.29,17594.98,Low,Rail
SHP003967,SUP016,PRD005,WH02,2025-02-23,2025-03-07,2025-03-07,770,757,15,2.53,1948.1,Low,Road
SHP003968,SUP006,PRD006,WH01,2024-03-13,2024-03-21,2024-03-22,351,345,7,142.51,50021.01,High,Rail
SHP003969,SUP003,PRD015,WH03,2024-08-24,2024-08-30,2024-08-31,380,376,7,90.0,34200.0,Low,Road
SHP003970,SUP019,PRD014,WH01,2024-02-15,2024-02-29,2024-03-04,979,961,32,121.1,118556.9,High,Road
SHP003971,SUP006,PRD015,WH04,2025-09-09,2025-09-28,2025-10-01,36,36,0,126.83,4565.88,High,Air
SHP003972,SUP008,PRD023,WH04,2024-09-18,2024-10-03,2024-10-07,335,332,0,104.92,35148.2,Medium,Road
SHP003973,SUP013,PRD013,WH05,2024-06-24,2024-06-28,2024-06-27,235,233,4,136.16,31997.6,Low,Air
SHP003974,SUP012,PRD024,WH04,2024-06-14,2024-06-17,2024-06-16,806,801,15,143.37,115556.22,Low,Sea
SHP003975,SUP010,PRD001,WH04,2025-10-18,2025-10-25,2025-10-27,52,52,0,84.48,4392.96,Low,Road
SHP003976,SUP003,PRD010,WH05,2025-01-04,2025-01-08,2025-01-08,321,316,0,147.78,47437.38,Medium,Road
SHP003977,SUP004,PRD006,WH04,2024-02-23,2024-02-29,2024-02-28,958,953,11,103.93,99564.94,Medium,Road
SHP003978,SUP001,PRD016,WH01,2025-11-20,2025-11-23,2025-11-29,185,184,5,41.76,7725.6,Low,Sea
SHP003979,SUP013,PRD011,WH02,2025-02-22,2025-02-25,2025-02-26,190,189,4,71.89,13659.1,Medium,Road
SHP003980,SUP004,PRD023,WH05,2025-05-21,2025-06-06,2025-06-06,611,607,17,130.77,79900.47,Medium,Sea
SHP003981,SUP011,PRD010,WH02,2024-12-06,2024-12-20,2024-12-20,692,680,10,18.33,12684.36,Low,Sea
SHP003982,SUP019,PRD004,WH06,2024-05-06,2024-05-23,2024-05-28,99,99,3,138.18,13679.82,Medium,Sea
SHP003983,SUP011,PRD022,WH05,2025-02-12,2025-03-04,2025-03-07,246,246,5,122.75,30196.5,Medium,Road
SHP003984,SUP012,PRD005,WH03,2025-01-01,2025-01-18,2025-01-22,806,792,4,46.84,37753.04,Low,Sea
SHP003985,SUP011,PRD004,WH04,2024-09-27,2024-10-15,2024-10-15,395,392,2,10.45,4127.75,Low,Road
SHP003986,SUP006,PRD003,WH02,2025-10-05,2025-10-18,2025-10-16,669,665,0,18.42,12322.98,Low,Sea
SHP003987,SUP012,PRD019,WH04,2025-08-27,2025-09-02,2025-09-07,179,179,4,63.62,11387.98,Medium,Road
SHP003988,SUP009,PRD002,WH05,2025-01-13,2025-01-26,2025-01-28,744,744,19,116.81,86906.64,Medium,Road
SHP003989,SUP010,PRD025,WH06,2024-03-13,2024-03-24,2024-03-25,772,767,0,54.7,42228.4,Low,Road
SHP003990,SUP003,PRD005,WH04,2024-09-04,2024-09-19,2024-09-18,788,783,26,56.65,44640.2,Low,Sea
SHP003991,SUP003,PRD009,WH05,2024-02-12,2024-02-28,2024-02-26,78,78,0,101.17,7891.26,Medium,Road
SHP003992,SUP020,PRD015,WH04,2025-01-11,2025-01-18,2025-01-16,515,515,18,103.63,53369.45,Medium,Sea
SHP003993,SUP016,PRD010,WH01,2024-02-10,2024-02-21,2024-02-21,586,582,8,87.03,50999.58,High,Road
SHP003994,SUP003,PRD019,WH01,2024-06-18,2024-07-08,2024-07-06,681,679,15,129.16,87957.96,Medium,Road
SHP003995,SUP010,PRD021,WH04,2024-07-30,2024-08-02,2024-07-31,685,678,9,15.82,10836.7,Low,Air
SHP003996,SUP011,PRD021,WH01,2025-05-07,2025-05-21,2025-05-22,351,349,6,19.54,6858.54,Low,Road
SHP003997,SUP008,PRD001,WH05,2025-11-10,2025-11-30,2025-12-01,59,59,1,106.91,6307.69,Low,Rail
SHP003998,SUP006,PRD019,WH02,2024-02-08,2024-02-21,2024-02-20,233,231,0,33.63,7835.79,Medium,Sea
SHP003999,SUP020,PRD006,WH02,2025-01-03,2025-01-12,2025-01-12,434,427,18,7.47,3241.98,High,Road
SHP004000,SUP011,PRD012,WH04,2024-05-30,2024-06-17,2024-06-15,308,304,0,73.56,22656.48,Medium,Rail
SHP004001,SUP012,PRD018,WH05,2024-04-20,2024-05-05,2024-05-06,741,741,23,24.19,17924.79,High,Road
SHP004002,SUP016,PRD011,WH03,2025-04-24,2025-04-27,2025-04-28,317,312,3,31.78,10074.26,Medium,Rail
SHP004003,SUP018,PRD012,WH06,2025-03-11,2025-03-16,2025-03-18,396,394,11,63.5,25146.0,Medium,Sea
SHP004004,SUP013,PRD004,WH01,2024-02-16,2024-03-06,2024-03-07,450,445,3,116.72,52524.0,Medium,Rail
SHP004005,SUP003,PRD014,WH04,2025-07-28,2025-08-15,2025-08-13,830,829,13,70.19,58257.7,Low,Sea
SHP004006,SUP015,PRD017,WH05,2024-12-31,2025-01-09,2025-01-09,11,11,0,125.01,1375.11,Medium,Sea
SHP004007,SUP014,PRD015,WH02,2024-03-09,2024-03-28,2024-04-01,128,127,5,59.88,7664.64,Medium,Sea
